pytanie,odpowiedz_wygenerowana
Kto pełni funkcję Pełnomocnika Dziekana ds. osób z niepełnosprawnościami na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Kto może ubiegać się o stypendium socjalne w zwiększonej wysokości?,"Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent mają obowiązek zamieścić recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS należy minimalnie uzyskać do końca zimowej lub jesiennej sesji egzaminacyjnej, aby otrzymać rejestrację na trzeci semestr studiów pierwszego stopnia?","Sorry, I encountered an error while generating the response."
"Który dokument związany z realizacją praktyk studenckich jako jedyny musi zostać obowiązkowo dostarczony na uczelnię w formie papierowej, o ile nie jest podpisany kwalifikowanym podpisem elektronicznym?","Sorry, I encountered an error while generating the response."
Z jakimi konsekwencjami wiąże się stwierdzenie niesamodzielnej pracy studenta lub korzystanie z niedozwolonych materiałów czy urządzeń podczas sprawdzianu?,"Sorry, I encountered an error while generating the response."
"Do kogo skierowany jest elitarny program ""Studia id""?","Sorry, I encountered an error while generating the response."
"Czy absolwenci studiów I stopnia z innych uczelni mogą przepisać praktyki zrealizowane na swoich macierzystych uczelniach jako zaliczenie przedmiotu ""Praktyki""?","Sorry, I encountered an error while generating the response."
Kto ufundował stypendium dla najlepszego laureata Powszechnego Internetowego Konkursu z matematyki pochodzącego spoza dużego miasta?,"Sorry, I encountered an error while generating the response."
W jaki sposób należy składać podanie o urlop zdrowotny lub urlop okolicznościowy?,"Sorry, I encountered an error while generating the response."
"Jakie kryteria oceniania obowiązują na przedmiocie ""Matematyka popularna""?","Sorry, I encountered an error while generating the response."
Czy student może ubiegać się o dofinansowanie kosztów związanych z odbywaniem obowiązkowych praktyk studenckich?,"Sorry, I encountered an error while generating the response."
"Na którym semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych realizowany jest przedmiot ""Wstęp do eksploracji danych""?","Sorry, I encountered an error while generating the response."
"Jakie są warunki zaliczenia przedmiotu ""Gry kombinatoryczne""?","Sorry, I encountered an error while generating the response."
"Jaki przedmiot jest wymagany jako wstępny przed rozpoczęciem realizacji przedmiotu obieralnego ""Programowanie w języku asemblera""?","Sorry, I encountered an error while generating the response."
"Ile punktów minimum trzeba uzyskać, aby zaliczyć przedmiot ""Systemy wspomagania decyzji""?","Sorry, I encountered an error while generating the response."
Jakie rodzaje pytań zadaje Komisja studentowi w toku indywidualnego egzaminu dyplomowego?,"Sorry, I encountered an error while generating the response."
Jaki jest numer telefonu do dziekanatu w sprawach toku studiów dla studentów kierunku Informatyka i Systemy Informacyjne?,"Sorry, I encountered an error while generating the response."
"Na jakim stopniu studiów realizowany jest przedmiot obieralny ""Siła nauki - granice poznania""?","Sorry, I encountered an error while generating the response."
Ile punktów ECTS jest przypisanych do pracy dyplomowej na szóstym semestrze studiów pierwszego stopnia na kierunku Matematyka?,"Sorry, I encountered an error while generating the response."
Jaki jest maksymalny próg dochodowy na osobę w rodzinie uprawniający studenta do ubiegania się o stypendium socjalne w roku akademickim 2025/2026?,"Sorry, I encountered an error while generating the response."
Czy student ma obowiązek złożyć wydrukowany egzemplarz pracy dyplomowej w dziekanacie?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS należy uzyskać, aby zarejestrować się na trzeci semestr na studiach pierwszego stopnia?","Sorry, I encountered an error while generating the response."
"Jaką minimalną średnią ważoną ocen trzeba uzyskać na pierwszym roku studiów, aby móc ubiegać się o udział w projekcie ""Szkoła Orłów na PW""?","Sorry, I encountered an error while generating the response."
Jakie są konsekwencje niesamodzielnej pracy lub korzystania z niedozwolonych urządzeń podczas sprawdzianu?,"Sorry, I encountered an error while generating the response."
Czy porozumienie o organizacji praktyk studenckich można dostarczyć do dziekanatu w postaci skanu?,"Sorry, I encountered an error while generating the response."
W jakim pokoju w Gmachu MiNI przyjmuje dr inż. Magdalena Jasionowska-Skop?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS jest przypisanych do pracy dyplomowej na czwartym semestrze studiów drugiego stopnia na kierunku Matematyka, na specjalności Indywidualne Studia Matematyczne?","Sorry, I encountered an error while generating the response."
W jakiej formie należy składać podanie o urlop zdrowotny?,"Sorry, I encountered an error while generating the response."
Do czego służy system Fair Play na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"Ile minimum punktów trzeba uzyskać, aby zaliczyć przedmiot ""Systemy wspomagania decyzji""?","Sorry, I encountered an error while generating the response."
Z kim Dziekan ustala zasady dofinansowania kosztów zakwaterowania i dojazdów dla studentów odbywających praktyki poza stałym miejscem zamieszkania?,"Sorry, I encountered an error while generating the response."
Czy dziekanat Wydziału MiNI jest otwarty dla studentów w środy?,"Sorry, I encountered an error while generating the response."
Czy do dziekanatu należy dostarczyć wydrukowany egzemplarz pracy dyplomowej?,"Sorry, I encountered an error while generating the response."
Ile razy w roku akademickim student może otrzymać zapomogę?,"Sorry, I encountered an error while generating the response."
"O ile miesięcy studenci ostatniego semestru mogą przedłużyć termin złożenia pracy dyplomowej, jeśli zrealizowali cały program studiów?","Sorry, I encountered an error while generating the response."
Do kogo pracownik uczelni składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"Ile minimum punktów ECTS należy uzyskać, aby zarejestrować się na trzeci semestr studiów drugiego stopnia?","Sorry, I encountered an error while generating the response."
Jaki dokument tożsamości powinien leżeć na stole studenta podczas sprawdzianu lub egzaminu na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"W którym semestrze studiów pierwszego stopnia na kierunku Matematyka realizowany jest przedmiot ""Modelowanie matematyczne""?","Sorry, I encountered an error while generating the response."
W jakiej formie należy złożyć podanie o urlop zdrowotny?,"Sorry, I encountered an error while generating the response."
Jaki jest numer telefonu służbowego do dr. inż. Krzysztofa Kaczmarskiego?,"Sorry, I encountered an error while generating the response."
"W jakim języku prowadzone są zajęcia z przedmiotu obieralnego ""Algorytmy Probabilistyczne""?","Sorry, I encountered an error while generating the response."
Ile punktów ECTS jest przypisanych do pracy dyplomowej w planie studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?,"Sorry, I encountered an error while generating the response."
Kto na wydziale sporządza zbiorcze podsumowanie oceny wiedzy i umiejętności studentów z punktu widzenia pracodawców?,"Sorry, I encountered an error while generating the response."
Ile kosztuje wydanie duplikatu elektronicznej legitymacji studenckiej?,"Sorry, I encountered an error while generating the response."
"Jakie są przedmioty poprzedzające (wymagania wstępne) dla przedmiotu ""Gry kombinatoryczne""?","Sorry, I encountered an error while generating the response."
"Jakie dokumenty są potrzebne, aby dołączyć do Szkoły Orłów?","Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor i recenzent powinni zamieścić recenzję w systemie APD?,"Sorry, I encountered an error while generating the response."
Ile razy w ciągu roku akademickiego student może otrzymać zapomogę?,"Sorry, I encountered an error while generating the response."
Ile wynosi nagroda za zajęcie pierwszego miejsca w Ogólnopolskim konkursie na najlepszą pracę magisterską dotyczącą uczenia maszynowego lub analizy danych?,"Sorry, I encountered an error while generating the response."
Pod jakim numerem telefonu można skontaktować się z dziekanatem Wydziału MiNI w sprawach związanych z systemem USOS oraz rekrutacją?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS należy uzyskać, aby uzyskać rejestrację na trzeci semestr studiów pierwszego stopnia?","Sorry, I encountered an error while generating the response."
W jakim terminie należy złożyć wniosek o stypendium Ministra za znaczące osiągnięcia?,"Sorry, I encountered an error while generating the response."
Jakie dokumenty potwierdzające tożsamość powinny leżeć na stole studenta podczas sprawdzianu lub egzaminu?,"Sorry, I encountered an error while generating the response."
W jaki sposób student powinien złożyć podanie o urlop zdrowotny?,"Sorry, I encountered an error while generating the response."
W jakim zakładzie pracuje dr inż. Magdalena Jasionowska-Skop?,"Sorry, I encountered an error while generating the response."
Ile punktów ECTS jest przypisanych do przedmiotu Modelowanie matematyczne w planie studiów pierwszego stopnia na kierunku Matematyka?,"Sorry, I encountered an error while generating the response."
W jakiej formie student powinien dostarczyć porozumienie dotyczące praktyk studenckich?,"Sorry, I encountered an error while generating the response."
Ile wynosi opłata za wydanie duplikatu elektronicznej legitymacji studenckiej?,"Sorry, I encountered an error while generating the response."
W jakim terminie zespół rozpoczyna realizację pracy dyplomowej inżynierskiej?,"Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor i recenzent muszą zamieścić recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
Jakie przedmioty są wymagane jako wstępne przed zapisaniem się na przedmiot Gry kombinatoryczne?,"Sorry, I encountered an error while generating the response."
Ile maksymalnie punktów można uzyskać za aktywność w czasie wystąpień kolegów na przedmiocie Matematyka popularna?,"Sorry, I encountered an error while generating the response."
"Jaki jest maksymalny próg dochodowy netto na osobę w rodzinie, aby student mógł ubiegać się o stypendium socjalne?","Sorry, I encountered an error while generating the response."
Czy podczas sprawdzianu student może używać urządzenia komunikacyjnego jako kalkulatora?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS trzeba uzyskać, aby zarejestrować się na drugi semestr na studiach pierwszego stopnia?","Sorry, I encountered an error while generating the response."
W jakiej sytuacji student może ubiegać się o dofinansowanie kosztów odbywania praktyk studenckich?,"Sorry, I encountered an error while generating the response."
Ile punktów ECTS przypisano do przedmiotu Siła nauki - granice poznania?,"Sorry, I encountered an error while generating the response."
W jakich pokojach znajduje się gabinet dr. inż. Krzysztofa Kaczmarskiego?,"Sorry, I encountered an error while generating the response."
Na ile dni przed egzaminem dyplomowym promotor i recenzent muszą zamieścić recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
Jakie przedmioty są wymagane jako wstępne do wzięcia udziału w zajęciach Gry kombinatoryczne?,"Sorry, I encountered an error while generating the response."
Do kogo pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Pod jakim numerem telefonu należy kontaktować się z dziekanatem w sprawach toku studiów dla kierunku Inżynieria i Analiza Danych?,"Sorry, I encountered an error while generating the response."
Czy absolwent specjalności Statystyka matematyczna i analiza danych (SMAD) potrafi przeprowadzić nieparametryczną estymację funkcji regresji?,"Sorry, I encountered an error while generating the response."
Jaki dokument potwierdzający tożsamość powinien leżeć na stole studenta w trakcie trwania sprawdzianu lub egzaminu?,"Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów ECTS należy uzyskać, aby zarejestrować się na 4 semestr studiów pierwszego stopnia?","Sorry, I encountered an error while generating the response."
Jaki odsetek najlepszych studentów danego kierunku może otrzymać stypendium rektora?,"Sorry, I encountered an error while generating the response."
Pod jakim numerem telefonu jest dostępne Całodobowe Centrum Kierowania Straży Akademickiej PW?,"Sorry, I encountered an error while generating the response."
Ile punktów można maksymalnie uzyskać za aktywność w czasie wystąpień kolegów na zajęciach z przedmiotu Matematyka popularna?,"Sorry, I encountered an error while generating the response."
W jaki sposób należy złożyć podanie o urlop zdrowotny?,"Sorry, I encountered an error while generating the response."
"Czy mogę ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów, jeśli odbywam praktykę poza siedzibą Uczelni i miejscem stałego zamieszkania?","Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów z zadania projektowego trzeba zdobyć, aby zaliczyć przedmiot Wnioskowanie rozmyte?","Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent muszą zamieścić recenzje w systemie APD?,"Sorry, I encountered an error while generating the response."
Ile czasu czeka się na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?,"Sorry, I encountered an error while generating the response."
Z czego składa się część opisowa Zespołowej Pracy Przejściowej (ZPP)?,"Sorry, I encountered an error while generating the response."
W jakich pokojach w Gmachu MiNI można znaleźć dr. inż. Krzysztofa Kaczmarskiego?,"Sorry, I encountered an error while generating the response."
Pod jakim numerem telefonu można skontaktować się z dziekanatem w sprawach dotyczących kierunku Inżynieria i Analiza Danych?,"Sorry, I encountered an error while generating the response."
Jakie przedmioty stanowią wymagania wstępne do uczestnictwa w zajęciach z przedmiotu Gry kombinatoryczne?,"Sorry, I encountered an error while generating the response."
Do kogo nauczyciel akademicki składa wniosek o wyrażenie zgody na odbycie przez studenta praktyki wewnętrznej na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta podczas sprawdzianu?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS musi uzyskać student pierwszego stopnia, aby zarejestrować się na czwarty semestr studiów?","Sorry, I encountered an error while generating the response."
"Jaki jest maksymalny próg dochodowy na osobę w rodzinie, aby móc otrzymać stypendium socjalne?","Sorry, I encountered an error while generating the response."
"Ile tygodni praktyk studenckich musi zaliczyć do końca 3 semestru student na kierunku Matematyka (studia drugiego stopnia, specjalność: Indywidualne Studia Matematyczne)?","Sorry, I encountered an error while generating the response."
"Ile minimum punktów trzeba uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?","Sorry, I encountered an error while generating the response."
Czy muszę złożyć w dziekanacie wydrukowany egzemplarz pracy dyplomowej?,"Sorry, I encountered an error while generating the response."
W jakich godzinach i dniach otwarty jest dziekanat dla studentów?,"Sorry, I encountered an error while generating the response."
Pod jakim adresem e-mail można skontaktować się z dr hab. inż. Agnieszką Jastrzębską?,"Sorry, I encountered an error while generating the response."
Czego dotyczy efekt uczenia się o symbolu MAD2SMAD_U05 dla specjalności Statystyka matematyczna i analiza danych (SMAD)?,"Sorry, I encountered an error while generating the response."
Do kogo pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na wydziale?,"Sorry, I encountered an error while generating the response."
Ile punktów ECTS otrzymam za zaliczenie przedmiotu Siła nauki - granice poznania?,"Sorry, I encountered an error while generating the response."
Gdzie studenci powinni odłożyć swoje torby w trakcie pisania sprawdzianu lub egzaminu?,"Sorry, I encountered an error while generating the response."
Ile maksymalnie razy można powtarzać rok w ciągu realizacji danego programu studiów?,"Sorry, I encountered an error while generating the response."
Pod jakim adresem e-mail można skontaktować się z dziekanatem w sprawach socjalnych?,"Sorry, I encountered an error while generating the response."
W jakim pokoju na wydziale urzęduje dr hab. inż. Jerzy Balicki?,"Sorry, I encountered an error while generating the response."
Kto ustala zasady dofinansowania kosztów zakwaterowania i dojazdów dla studenta odbywającego praktykę poza stałym miejscem zamieszkania?,"Sorry, I encountered an error while generating the response."
Jakie są wymagania wstępne dla przedmiotu Gry kombinatoryczne?,"Sorry, I encountered an error while generating the response."
Do czego służy system Fair Play wykorzystywany na wydziale?,"Sorry, I encountered an error while generating the response."
Ile punktów ECTS przypisano do przedmiotu Seminarium dyplomowe na 6 semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?,"Sorry, I encountered an error while generating the response."
Jakie wstępnie proponowane tematy referatów zaplanowano w ramach przedmiotu Matematyka popularna?,"Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów należy uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?","Sorry, I encountered an error while generating the response."
Przez jaki łączny okres student może otrzymywać świadczenia pomocy materialnej?,"Sorry, I encountered an error while generating the response."
W jakim terminie promotor i recenzent powinni zamieścić recenzje pracy dyplomowej w systemie APD?,"Sorry, I encountered an error while generating the response."
W jakim zakładzie na wydziale pracuje dr inż. Marek Kozłowski?,"Sorry, I encountered an error while generating the response."
Jaki jest całodobowy numer telefonu do Centrum Kierowania Straży Akademickiej PW?,"Sorry, I encountered an error while generating the response."
W jakie dni tygodnia i w jakich godzinach otwarty jest dziekanat na wydziale?,"Sorry, I encountered an error while generating the response."
Jaki jest bezpośredni link do zbiórki na portalu zrzutka.pl organizowanej w ramach akcji Szlachetna Paczka na PW?,"Sorry, I encountered an error while generating the response."
"Ile punktów ECTS, nie wliczając praktyk, trzeba minimalnie uzyskać, aby zarejestrować się na 3 semestr studiów pierwszego stopnia?","Sorry, I encountered an error while generating the response."
Ile punktów ECTS przypisano do przedmiotu Wstęp do uczenia maszynowego na 5 semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?,"Sorry, I encountered an error while generating the response."
Jaki dokument tożsamości powinien leżeć na stole studenta podczas sprawdzianu lub egzaminu?,"Sorry, I encountered an error while generating the response."
Czy porozumienie w sprawie praktyk studenckich można dostarczyć w formie skanu?,"Sorry, I encountered an error while generating the response."
"W jakie dni i w jakich godzinach odbywa się dyżur pełnomocnika ds. praktyk, dr. inż. Łukasza Błaszczyka?","Sorry, I encountered an error while generating the response."
Jakie jest przeznaczenie systemu Fair Play na wydziale MiNI?,"Sorry, I encountered an error while generating the response."
W jaki sposób oceniany jest student na przedmiocie Matematyka popularna?,"Sorry, I encountered an error while generating the response."
"Ile punktów minimalnie trzeba uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?","Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor i recenzent powinni zamieścić recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
Jakie przedmioty i dokumenty mogą znajdować się na stole studenta podczas pisania sprawdzianu lub egzaminu?,"Sorry, I encountered an error while generating the response."
Kto pełni funkcję Prodziekana ds. Nauczania na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Na ile dni przed terminem egzaminu dyplomowego promotor i recenzent mają obowiązek zamieścić recenzje w systemie APD?,"Sorry, I encountered an error while generating the response."
tutaj wpisz jedno konkretne pytanie studenta,"Sorry, I encountered an error while generating the response."
"W jakich godzinach i w jakiej sali odbywają się ćwiczenia z przedmiotu ""Kreatywne zarządzanie"" dla grupy 1 na pierwszym semestrze Informatyki i Systemów Informacyjnych?","Sorry, I encountered an error while generating the response."
Gdzie i w jakich godzinach odbywał się Kiermasz Świąteczny Politechniki Warszawskiej w dniach 5-6 grudnia 2024 roku?,"Sorry, I encountered an error while generating the response."
Kto ma pierwszeństwo przy przyznawaniu kart parkingowych uprawniających do korzystania z miejsc będących w dyspozycji Wydziału MiNI?,"Sorry, I encountered an error while generating the response."
"W jakie dni tygodnia i w jakich godzinach jest czynny dziekanat Wydziału MiNI, a w który dzień tygodnia jest zamknięty?","Sorry, I encountered an error while generating the response."
Z kim i pod jakim adresem e-mail należy kontaktować się na Wydziale MiNI w sprawach dotyczących studenckich programów wymiany międzynarodowej (np. Erasmus)?,"Sorry, I encountered an error while generating the response."
"W jakiej formie i gdzie dokładnie należy składać wnioski o stypendium socjalne, zapomogę oraz stypendium rektora?","Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby otrzymać rejestrację na semestr 2?","Sorry, I encountered an error while generating the response."
Jakie wymiary marginesów są zalecane przy formatowaniu tekstu pracy dyplomowej?,"Sorry, I encountered an error while generating the response."
W jaki sposób student powinien złożyć podanie o zmianę grupy studenckiej lub zajęciowej?,"Sorry, I encountered an error while generating the response."
"Jaki dokument dotyczący praktyk studenckich jest jedynym, który należy obowiązkowo dostarczyć na wydział w formie papierowej?","Sorry, I encountered an error while generating the response."
W jakim terminie student powinien złożyć wniosek o przeniesienie na inny program studiów?,"Sorry, I encountered an error while generating the response."
"Jakie są minimalne wymagania punktowe do zaliczenia przedmiotu ""Zaawansowane programowanie obiektowe i funkcyjne""?","Sorry, I encountered an error while generating the response."
W którym pokoju urzęduje Krzysztof Banecki na Wydziale MiNI i w jaki sposób można się z nim skontaktować?,"Sorry, I encountered an error while generating the response."
O zwrot jakich kosztów może ubiegać się student starający się o dofinansowanie praktyki odbywanej poza stałym miejscem zamieszkania i siedzibą uczelni?,"Sorry, I encountered an error while generating the response."
Jakie przedmioty mogą leżeć na stole studenta w trakcie trwania sprawdzianu lub egzaminu na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
Ile razy w ciągu jednego roku akademickiego student może maksymalnie otrzymać zapomogę?,"Sorry, I encountered an error while generating the response."
"Jakie wsparcie finansowe otrzymuje student uczestniczący w projekcie ""Szkoła Orłów na PW""?","Sorry, I encountered an error while generating the response."
Na jakim poziomie znajomości języka obcego absolwent powinien potrafić przygotować i przedstawić referat z wynikami badań zgodnie z efektem uczenia się M2_U09?,"Sorry, I encountered an error while generating the response."
"Z jakich elementów składa się ocena końcowa z przedmiotu ""Wnioskowanie rozmyte"" i ile maksymalnie punktów można z nich uzyskać?","Sorry, I encountered an error while generating the response."
"Kto prowadzi ćwiczenia z przedmiotu ""Kreatywne zarządzanie"" dla grupy 1 na pierwszym semestrze kierunku Informatyka i Systemy Informacyjne (w semestrze zimowym 2025Z) i w jakiej sali się one odbywają?","Sorry, I encountered an error while generating the response."
"Jaka jest maksymalna kwota dochodu netto na osobę w rodzinie, która uprawnia studenta do otrzymania stypendium socjalnego w roku akademickim 2025/2026?","Sorry, I encountered an error while generating the response."
"Z jakich elementów składa się ocena z przedmiotu ""Matematyka popularna"" i ile maksymalnie punktów można za nie uzyskać?","Sorry, I encountered an error while generating the response."
"W jaki sposób wyliczana jest ocena końcowa z przedmiotu ""Agent Systems and Applications"" (Systemy agentowe w zastosowaniach)?","Sorry, I encountered an error while generating the response."
"Z jakich elementów składa się ocena końcowa z przedmiotu ""Przetwarzanie danych w systemie SAS"" i jak punktowane są poszczególne z nich?","Sorry, I encountered an error while generating the response."
Ile łącznie miejsc parkingowych znajduje się w dyspozycji Wydziału MiNI i ile z nich mieści się w garażu podziemnym?,"Sorry, I encountered an error while generating the response."
Ile wynosi przewidywany czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) w przypadku jej zniszczenia lub utraty?,"Sorry, I encountered an error while generating the response."
"Jaki przedmiot jest wymagany jako wstępny do zapisania się na kurs ""Web Application Programming""?","Sorry, I encountered an error while generating the response."
"Ile minimalnie punktów ECTS (nie wliczając praktyk) musi uzyskać student pierwszego stopnia, aby otrzymać rejestrację na trzeci semestr studiów?","Sorry, I encountered an error while generating the response."
Na ile dni przed egzaminem dyplomowym promotor oraz recenzent powinni zamieścić recenzje pracy w systemie APD?,"Sorry, I encountered an error while generating the response."
W jaki sposób student powinien złożyć podanie o urlop okolicznościowy lub nieuwarunkowany?,"Sorry, I encountered an error while generating the response."
Ile wynosi wysokość stypendium rektora oraz stypendium dla tegorocznych maturzystów na Wydziale MiNI?,"Sorry, I encountered an error while generating the response."
"W jakim terminie student powinien złożyć wniosek, jeśli ubiega się o przeniesienie na inny program studiów?","Sorry, I encountered an error while generating the response."
W jakich godzinach można składać dokumenty rekrutacyjne na studia I stopnia na Wydziale MiNI w terminie od 21 do 24 lipca 2025 roku?,"Sorry, I encountered an error while generating the response."
"Ile punktów należy zdobyć, aby uzyskać zaliczenie z przedmiotu ""Systemy wspomagania decyzji""?","Sorry, I encountered an error while generating the response."
"Jaki dokument dotyczący studenckich praktyk zawodowych jest jedynym, który należy koniecznie dostarczyć na wydział w oryginalnej formie papierowej?","Sorry, I encountered an error while generating the response."
"Jakie są konsekwencje, jeśli podczas sprawdzianu lub egzaminu student zostanie przyłapany na niesamodzielnej pracy lub korzystaniu z niedozwolonych urządzeń?","Sorry, I encountered an error while generating the response."
Z kim studenci powinni się kontaktować w sprawach programu wymiany międzynarodowej Erasmus+ i jaki jest odpowiedni adres e-mail?,"Sorry, I encountered an error while generating the response."
Gdzie znajduje się pokój dr. Krzysztofa Baneckiego i jaki jest jego adres e-mail?,"Sorry, I encountered an error while generating the response."
Na jakie koszty student odbywający praktykę studencką poza stałym miejscem zamieszkania i siedzibą uczelni może otrzymać dofinansowanie?,"Sorry, I encountered an error while generating the response."
Czego dokładnie dotyczy umiejętność absolwenta oznaczona symbolem MAD1_U07 w wykazie efektów uczenia się?,"Sorry, I encountered an error while generating the response."
"W jakiej formie przeprowadzany jest egzamin końcowy z przedmiotu ""Teoria gier"" i jaki jest warunek przystąpienia do niego?","Sorry, I encountered an error while generating the response."
Ile maksymalnie razy w ciągu jednego roku akademickiego student może otrzymać zapomogę i czy można ją dostać dwukrotnie z tego samego powodu?,"Sorry, I encountered an error while generating the response."
"Na jakiej podstawie wystawiana jest ocena z przedmiotu ""Matematyka popularna"" i ile punktów można zdobyć za poszczególne kryteria?","Sorry, I encountered an error while generating the response."
"Jakie warunki punktowe należy spełnić, aby uzyskać zaliczenie z przedmiotu ""Zaawansowane programowanie obiektowe i funkcyjne""?","Sorry, I encountered an error while generating the response."
Co należy zrobić w przypadku stwierdzenia błędnie wpisanej oceny w systemie USOSweb?,"Sorry, I encountered an error while generating the response."
"Z jakich składowych można zdobyć punkty na ocenę końcową z przedmiotu ""Przetwarzanie danych w systemie SAS"" i jaka jest ich punktacja?","Sorry, I encountered an error while generating the response."
Jaki jest przewidywany czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?,"Sorry, I encountered an error while generating the response."
